,Tên hãng xe,Tên dòng xe,Năm sản xuất,Giá,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích
27481,Daewoo,Matiz SE 0.8 MT,2008.0,55000000.0,Kon Tum,Xe đã dùng,212123.0,Lắp ráp trong nước,Hatchback,Số tay,Xanh,Nhiều màu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,0.8
9076,Mercedes,Benz CLA class CLA 200,2014.0,460000000.0,Hà Nội,Xe đã dùng,110000.0,Nhập khẩu,Sedan,Số tự động,Ghi,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
13617,Hyundai,Starex Van 2.5 MT,2004.0,110000000.0,Bắc Ninh,Xe đã dùng,150000.0,Nhập khẩu,Van/Minivan,Số tay,Bạc,Ghi,6.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.5
27682,Kia,K3 Luxury 1.6 AT,2024.0,564000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
9530,Mercedes,Benz GLC 200 4Matic,2022.0,1750000000.0,TP HCM,Xe đã dùng,22050.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
9932,BMW,7 Series 730Li M Sport,2022.0,3450000000.0,Hà Nội,Xe đã dùng,14000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
4874,Mitsubishi,Outlander 2.0 CVT Premium,2020.0,685000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
17339,Toyota,Avanza Premio 1.5 AT,2024.0,561000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,1.5
21695,Porsche,Panamera 4 Executive,2022.0,6499000000.0,TP HCM,Xe đã dùng,5555.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,4.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.9
10283,BMW,Z4 sDrive30i M Sport,2021.0,2559000000.0,Hà Nội,Xe đã dùng,7999.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Trắng,Cam,2.0,2.0,RFD - Dẫn động cầu sau,Xăng,2.0
28462,Kia,Morning S AT,2014.0,265000000.0,TP HCM,Xe đã dùng,30000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Ghi,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.25
22946,Mazda,CX5 Signature Premium 2.5 AT AWD I-Activ,2022.0,870000000.0,Hà Nội,Xe đã dùng,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.5
16385,Toyota,Hilux 2.8G 4x4 AT,2018.0,690000000.0,TP HCM,Xe đã dùng,64082.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.8
14302,Honda,Civic RS 1.5 AT,2020.0,650000000.0,TP HCM,Xe đã dùng,40000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
5318,VinFast,Fadil 1.4 AT,2020.0,318000000.0,Hà Nội,Xe đã dùng,26000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
30785,Suzuki,Celerio 1.0 AT,2018.0,260000000.0,TP HCM,Xe đã dùng,41000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.0
5143,Mitsubishi,Xpander 1.5 AT,2019.0,469000000.0,TP HCM,Xe đã dùng,22870.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
22601,Volvo,S90 Inscription T6 AWD,2021.0,1499000000.0,TP HCM,Xe đã dùng,34000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
28361,Kia,Sorento Signature 2.5 AT AWD,2022.0,980000000.0,TP HCM,Xe đã dùng,31000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.5
13940,Honda,City 1.5TOP,2018.0,425000000.0,Bình Dương,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
25158,Peugeot,3008 AL,2022.0,885000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
19897,Toyota,Wigo 1.2G MT,2018.0,230000000.0,Hà Nội,Xe đã dùng,83000.0,Nhập khẩu,Hatchback,Số tay,Bạc,Bạc,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
405,MG,ZS Luxury 1.5 AT 2WD,2024.0,500000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,-,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
21600,Porsche,Macan 2.0,2021.0,2699000000.0,Hà Nội,Xe đã dùng,29000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
11699,Hyundai,Accent 1.4 MT,2009.0,130000000.0,Hà Nội,Xe đã dùng,200000.0,Nhập khẩu,Sedan,Số tay,Bạc,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
3202,Ford,Ranger XLS 2.2L 4x2 AT,2017.0,470000000.0,Nam Định,Xe đã dùng,98000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cát,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
10117,BMW,7 Series 730Li M Sport,2022.0,3450000000.0,Hà Nội,Xe đã dùng,12000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
8498,Mercedes,Benz S class S450L,2017.0,1950000000.0,Hà Nội,Xe đã dùng,88000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.0
2410,Ford,Ranger XLS 2.0L 4x2 AT,2022.0,650000000.0,Vĩnh Phúc,Xe đã dùng,40000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đỏ,Nhiều màu,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.0
18903,Toyota,Innova E 2.0 MT,2021.0,655000000.0,Hà Nội,Xe đã dùng,80000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
27612,Mini,Cooper 3 Door,2021.0,1600000000.0,Hà Nội,Xe đã dùng,10000.0,Nhập khẩu,Hatchback,Số tự động,Đen,Nâu,4.0,3.0,FWD - Dẫn động cầu trước,Xăng,1.5
7584,Mercedes,Benz GLS 450 4Matic,2022.0,4590000000.0,Hà Nội,Xe đã dùng,23000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
4648,Mitsubishi,Xpander 1.5 MT,2024.0,527000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tay,Đen,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
3942,Mitsubishi,Attrage Premium 1.2 CVT,2023.0,405000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.2
22708,Mazda,6 Premium 2.0 AT,2022.0,770000000.0,Hà Nội,Xe đã dùng,35000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
23440,Mazda,CX5 2.0 AT,2018.0,625000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
22364,LandRover,Range Rover HSE 3.0 V6,2019.0,5299000000.0,Hà Nội,Xe đã dùng,37000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
28973,Kia,K3 Premium 2.0 AT,2022.0,615000000.0,Hà Nội,Xe đã dùng,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
30226,Kia,Rondo GAT,2016.0,348000000.0,Đà Nẵng,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Trắng,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
12764,Hyundai,Accent 1.4 AT,2023.0,479000000.0,Hà Nội,Xe đã dùng,8000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
13998,Honda,Civic RS 1.5 AT,2023.0,800000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
14898,Honda,City 1.5 AT,2015.0,348000000.0,Hà Nội,Xe đã dùng,83693.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
8556,Mercedes,Benz GLK Class GLK300 4Matic,2013.0,499000000.0,Hà Nội,Xe đã dùng,95000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
18410,Toyota,Vios 1.5E MT,2019.0,355000000.0,Đà Nẵng,Xe đã dùng,95000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
25854,Lexus,RX 350 Premium,2024.0,3430000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Kem,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.4
8713,Mercedes,Benz V class V250 AMG,2021.0,2679000000.0,TP HCM,Xe đã dùng,19000.0,Nhập khẩu,Van/Minivan,Số tự động,Xanh,Đen,6.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
1668,Ford,Everest Titanium 2.0L 4x2 AT,2021.0,965000000.0,Hà Nội,Xe đã dùng,50000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.0
24658,Mazda,3 1.5 AT,2017.0,433000000.0,Hà Nội,Xe đã dùng,8.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
9431,Mercedes,Benz GLE Class GLE 53 4Matic+ Coupe AMG,2022.0,5450000000.0,TP HCM,Xe đã dùng,13.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
26877,Volkswagen,Touareg Luxury 2.0 TSI,2023.0,3099000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Trắng,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
28416,Kia,Soluto 1.4 AT Luxury,2024.0,462000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,-,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
22900,Mazda,CX5 2.0 AT,2018.0,635000000.0,TP HCM,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
2390,Ford,Everest Titanium 2.0L 4x2 AT,2022.0,1040000000.0,TP HCM,Xe đã dùng,10000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.0
11683,Hyundai,SantaFe Cao cấp 2.2L HTRAC,2024.0,1211000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
16646,Toyota,Fortuner 2.8V 4x4 AT,2020.0,965000000.0,Hà Nội,Xe đã dùng,38000.0,Lắp ráp trong nước,SUV,Số tự động,Ghi,Nâu,7.0,5.0,4WD - Dẫn động 4 bánh,Dầu,2.8
6310,Mercedes,Benz GLS 450 4Matic,2022.0,4630000000.0,TP HCM,Xe đã dùng,4000.0,Nhập khẩu,SUV,Số tự động,Xanh,Kem,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
3933,Mitsubishi,Xpander Premium 1.5 AT,2023.0,638000000.0,Hà Nội,Xe đã dùng,7000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
29103,Kia,K3 Premium 1.6 AT,2021.0,575000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
7025,Mercedes,Benz GLE Class GLE 53 4Matic+ Coupe AMG,2023.0,5679000000.0,Nghệ An,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đỏ,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
5670,VinFast,Lux A 2.0 2.0 AT,2019.0,530000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
24948,Audi,A4 1.8 TFSI,2013.0,535000000.0,TP HCM,Xe đã dùng,51115.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.8
13168,Hyundai,SantaFe 2.4L 4WD,2015.0,576000000.0,Hà Nội,Xe đã dùng,130000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.4
12672,Hyundai,Tucson 1.6 AT Turbo Đặc biệt,2021.0,782000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
19921,Toyota,Corona 1.6 MT,1991.0,33000000.0,Bắc Ninh,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Số tay,Xám,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
25353,Peugeot,3008 GT,2022.0,925000000.0,Hà Nội,Xe đã dùng,28000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
10341,Hyundai,i20 Active 1.4 AT,2017.0,398000000.0,Nghệ An,Xe đã dùng,51000.0,Nhập khẩu,Crossover,Số tự động,Nâu,Nhiều màu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
18963,Toyota,Rush 1.5S AT,2018.0,525000000.0,Hà Nội,Xe đã dùng,120000.0,Nhập khẩu,SUV,Số tự động,Bạc,-,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,1.5
2682,Ford,Ranger XLS 2.0L 4x2 AT,2024.0,647000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Nâu,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.0
3796,Ford,EcoSport Titanium 1.5L AT,2018.0,420000000.0,TP HCM,Xe đã dùng,56000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
21946,Porsche,Macan 2.0,2022.0,3299000000.0,Hà Nội,Xe đã dùng,15500.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
3252,Ford,Ranger Wildtrak 2.0L 4x4 AT,2018.0,610000000.0,TP HCM,Xe đã dùng,83000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Vàng,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
20133,Toyota,Fortuner SR5 2.7 AT,2008.0,290000000.0,TP HCM,Xe đã dùng,118000.0,Nhập khẩu,SUV,Số tự động,Bạc,Kem,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
23268,Mazda,3 1.5L Luxury,2022.0,615000000.0,Hà Nội,Xe đã dùng,28000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
18670,Toyota,Vios 1.5G,2020.0,429000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
27890,Kia,Seltos Premium 1.4 AT,2020.0,593000000.0,Hà Nội,Xe đã dùng,50000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
3103,Ford,Ranger XLS 2.2L 4x2 AT,2017.0,470000000.0,TP HCM,Xe đã dùng,71000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
9387,Mercedes,Benz C class C250 CGI,2010.0,265000000.0,Hà Nội,Xe đã dùng,170000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,1.8
18348,Toyota,Raize G 1.0 CVT,2024.0,484000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.0
23294,Mazda,3 1.5L Luxury,2022.0,605000000.0,Hà Nội,Xe đã dùng,26000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
18814,Toyota,Innova 2.0E,2019.0,528000000.0,Bình Dương,Xe đã dùng,85000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
26650,Lexus,ES 250,2022.0,2380000000.0,Hà Nội,Xe đã dùng,16000.0,Nhập khẩu,Sedan,Số tự động,Cát,Nâu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
29911,Kia,Soluto 1.4 AT Deluxe,2022.0,415000000.0,Hà Nội,Xe đã dùng,32000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Xanh,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
26462,Lexus,LX 570,2018.0,6600000000.0,Hà Nội,Xe đã dùng,60000.0,Nhập khẩu,SUV,Số tự động,Đen,Đỏ,4.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,5.7
17766,Toyota,Innova Cross 2.0 CVT,2024.0,818000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,8.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
28002,Kia,Sorento 2.4 GAT Deluxe,2019.0,580000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.4
16567,Toyota,Camry 2.4G,2007.0,278000000.0,Hà Nội,Xe đã dùng,12988.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.4
24289,Mazda,CX8 Premium,2020.0,750000000.0,Bình Dương,Xe đã dùng,46000.0,Lắp ráp trong nước,SUV,Số tự động,Ghi,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.5
10119,BMW,X7 xDrive40i M Sport,2023.0,5549000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
9970,BMW,X7 xDrive40i M Sport,2023.0,5549000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
8013,Mercedes,Benz GLC 300 4Matic,2020.0,1669000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
1970,Ford,Ranger Wildtrak 2.0L 4x4 AT,2024.0,895000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đỏ,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
19556,Toyota,Camry GLi 2.2,1998.0,115000000.0,Quảng Ngãi,Xe đã dùng,167.0,Nhập khẩu,Sedan,Số tay,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.2
30299,Kia,Carnival Signature 2.2D,2022.0,1339000000.0,Bình Dương,Xe đã dùng,23000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
16554,Toyota,Raize G 1.0 CVT,2023.0,520000000.0,Hà Nội,Xe đã dùng,20000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.0
24927,Audi,A4 2.0 TFSI,2017.0,790000000.0,Hà Nội,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
29250,Kia,Cerato 2.0 AT Premium,2019.0,518000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
29959,Kia,Rondo GMT,2018.0,365000000.0,Hà Nội,Xe đã dùng,66868.0,Lắp ráp trong nước,SUV,Số tay,Vàng,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
3406,Ford,Everest Titanium Plus 2.0L 4x4 AT,2024.0,1400000000.0,Bắc Ninh,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Dầu,2.0
12738,Hyundai,Genesis 2.0 AT,2009.0,335000000.0,Khánh Hòa,Xe đã dùng,95000.0,Nhập khẩu,Coupe,Số tự động,Trắng,Nâu,4.0,2.0,RFD - Dẫn động cầu sau,Xăng,2.0
3870,Mitsubishi,Xpander 1.5 MT,2023.0,522000000.0,Hà Nội,Xe đã dùng,23000.0,Lắp ráp trong nước,SUV,Số tay,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
10212,BMW,3 Series 325i,2003.0,129000000.0,Hải Phòng,Xe đã dùng,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Ghi,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.5
22965,Mazda,CX5 2.0 AT,2018.0,620000000.0,Hà Nội,Xe đã dùng,76000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
23950,Mazda,CX5 Premium 2.0 AT,2023.0,850000000.0,Hà Nội,Xe đã dùng,17000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
10010,BMW,X3 xDrive30i M Sport,2024.0,2375000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
18261,Toyota,Camry 3.0V,2003.0,175000000.0,Hà Nội,Xe đã dùng,260000.0,Lắp ráp trong nước,Sedan,Số tự động,Vàng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,3.0
28790,Kia,Sonet Premium 1.5 AT,2023.0,589000000.0,Hà Nội,Xe đã dùng,9000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
16246,Toyota,Innova Cross 2.0 CVT,2024.0,810000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,8.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
24175,Mazda,6 2.0L Premium,2017.0,540000000.0,Đà Nẵng,Xe đã dùng,46000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
30409,Kia,Morning EX MTH,2013.0,135000000.0,Quảng Trị,Xe đã dùng,132000.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.25
25359,Peugeot,5008 GT 1.6 AT,2024.0,1169000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
3551,Ford,EcoSport Titanium 1.5L AT,2016.0,350000000.0,Hải Dương,Xe đã dùng,110000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
20916,Toyota,Corolla altis 2.0V,2009.0,339000000.0,Bình Dương,Xe đã dùng,105000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
24458,Mazda,BT50 2.2L 4x4 MT,2014.0,310000000.0,Phú Thọ,Xe đã dùng,82000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Trắng,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.2
20981,Chevrolet,Aveo LTZ 1.5 AT,2016.0,235000000.0,Hà Giang,Xe đã dùng,140000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
16530,Toyota,Vios 1.5G,2018.0,418000000.0,Hà Nội,Xe đã dùng,45000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
17505,Toyota,Prado VX 2.7L,2021.0,2630000000.0,Hà Nội,Xe đã dùng,35000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
5515,VinFast,Fadil 1.4 AT,2021.0,330000000.0,Hà Nội,Xe đã dùng,35000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
